Full Name,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,Element,ROI,FPL_Metric
Sean Longstaff,5,2,347,100.0,100.0,13,0.47,180135,,,0,0,-2,2,372.0,94,70,,,0,3.0,1.1,1.0,0,2.57,0.09,5.87,0.21,3.3,27.57,0.99,0.12,Sean,0.5,338,159,18,0.64,1,116.8,100,70,370,False,385.2,177,73,2514,,2023-04-30T20:30:07.636882Z,5.0,559,303,0,0,,0,,180135.jpg,2.8,181,71,0,0,0.0,Longstaff,1.0,189,64,False,,28,1.0,a,15,4,408.0,86,56,93,410167,0,423103,0,0.1,21.6,S.Longstaff,2,565,0.5599999999999999,52.07999999999999
Erling Haaland,9,40,1040,100.0,100.0,13,0.42,223094,,,0,0,9,-9,371.0,95,9,,,11,4.0,6.2,5.4,0,3.11,0.1,31.65,1.03,28.54,25.24,0.82,0.93,Erling,4.4,42,7,26,0.85,36,358.1,2,2,318,True,1390.0,1,1,2767,,2023-03-21T11:00:07.837535Z,14.0,2,1,0,0,1.0,0,,223094.jpg,7.8,2,1,0,0,0.0,Haaland,78.4,1,1,False,,33,1.07,a,13,43,1825.0,1,1,272,7833248,0,4782879,0,0.4,21.9,Haaland,5,489,0.5571428571428572,151.54285714285714
Joachim Andersen,0,1,483,100.0,100.0,8,0.26,174874,,,0,0,0,0,146.3,225,55,,,0,2.0,2.2,2.2,2,1.04,0.03,2.91,0.09,1.87,36.23,1.17,0.06,Joachim,2.2,145,41,37,1.2,1,106.4,113,18,165,False,641.8,62,18,2782,,2023-04-26T08:30:07.682408Z,4.5,361,70,2,0,,0,,174874.jpg,2.5,228,85,0,0,0.0,Andersen,1.6,151,52,False,,32,1.04,a,7,31,273.0,135,14,80,483880,0,577385,0,0.5,17.8,Andersen,8,253,0.5555555555555556,44.44444444444444
Thilo Kehrer,3,4,362,100.0,100.0,5,0.2,201057,,,0,0,-2,2,126.2,248,64,,,2,2.0,1.6,1.5,1,0.63,0.03,1.12,0.05,0.49,31.51,1.27,0.02,Thilo,1.5,228,69,34,1.37,0,56.0,258,84,588,False,347.6,201,79,2229,,2023-03-04T23:30:07.813056Z,4.5,563,140,1,0,,0,,201057.jpg,2.5,226,84,0,0,0.0,Kehrer,0.2,355,131,False,,25,1.01,a,19,21,83.0,298,92,67,96283,0,83038,0,0.3,15.6,Kehrer,4,734,0.5555555555555556,37.22222222222222
Andrew Robertson,8,10,633,75.0,75.0,9,0.31,122798,2.0,,0,0,-2,2,862.1,16,3,,,1,2.0,3.2,2.8,0,6.69,0.23,7.93,0.27,1.24,36.59,1.28,0.04,Andrew,2.7,117,29,34,1.19,0,162.3,55,5,284,False,549.2,98,31,2579,Groin Injury - 75% chance of playing,2023-05-26T10:00:10.614068Z,6.5,45,3,0,0,,0,,122798.jpg,3.6,95,23,0,0,0.0,Robertson,6.0,65,22,False,,29,1.01,d,12,14,211.0,171,23,121,1782843,0,2363739,0,0.4,17.8,Robertson,3,446,0.5538461538461539,67.01538461538462
Harry Kane,9,48,1008,100.0,100.0,11,0.29,78830,,,0,0,0,0,744.8,25,2,2.0,,6,4.0,7.5,9.2,16,4.01,0.11,24.96,0.66,20.95,49.11,1.3,0.55,Harry,9.2,1,1,62,1.64,30,371.0,1,1,427,True,1256.6,2,2,3406,,2022-10-08T20:30:07.678681Z,12.5,4,2,0,1,1.0,0,,78830.jpg,6.9,4,2,0,0,0.0,Kane,32.7,6,2,False,,38,1.0,a,18,6,1707.0,2,2,263,7381740,0,6575833,0,0.8,22.9,Kane,6,673,0.552,145.17600000000002
Bruno Guimarães Rodriguez Moura,5,5,438,100.0,100.0,12,0.4,208706,,,0,0,-5,5,631.8,40,32,,,1,3.0,3.3,3.2,2,3.72,0.12,6.54,0.21,2.82,29.82,0.98,0.09,Bruno,2.7,116,58,25,0.83,4,153.6,64,44,374,False,617.6,70,29,2727,,2023-02-26T23:00:08.856584Z,6.0,111,60,0,0,,0,,208706.jpg,3.3,123,53,0,0,0.0,Guimarães Rodriguez Moura,2.9,112,38,False,,32,1.06,a,15,4,284.0,128,78,107,831654,0,1491628,0,0.5,19.5,Bruno Guimarães,7,569,0.5499999999999999,58.849999999999994
Abdoulaye Doucouré,2,10,263,100.0,100.0,4,0.24,121599,,,0,0,-2,2,261.2,137,94,,,3,3.0,5.3,6.5,11,1.52,0.09,4.13,0.24,2.61,32.1,1.89,0.15,Abdoulaye,6.0,10,6,27,1.59,5,80.3,176,96,185,False,315.8,211,89,1527,,2023-04-03T22:00:08.050327Z,5.5,139,73,0,0,,0,,121599.jpg,3.0,157,63,1,0,0.0,Doucouré,0.2,349,121,False,,17,1.0,a,8,11,229.0,162,96,76,38775,0,37139,0,1.1,14.3,A.Doucouré,6,288,0.5454545454545454,41.45454545454545
Rodrigo Hernandez,6,7,606,100.0,100.0,11,0.34,220566,,,0,0,-4,4,555.9,46,38,,,1,3.0,3.0,2.7,0,3.49,0.11,8.02,0.25,4.53,25.24,0.78,0.14,Rodrigo,1.7,212,102,26,0.8,2,176.9,44,31,315,False,716.0,40,16,2911,,2022-10-02T21:00:07.266280Z,5.5,97,51,0,0,,0,,220566.jpg,3.0,161,65,0,0,0.0,Hernandez,1.9,138,48,False,,34,1.05,a,13,43,493.0,64,40,108,316252,0,450840,0,0.3,19.3,Rodri,5,486,0.5454545454545454,58.90909090909091
Leon Bailey,5,6,242,100.0,100.0,8,0.37,215711,4.0,,0,0,-7,7,439.1,71,60,3.0,,2,3.0,2.0,2.0,2,4.77,0.22,10.11,0.46,5.34,35.15,1.61,0.24,Leon,2.0,161,76,32,1.47,4,130.1,83,60,45,False,334.2,205,84,1964,,2023-04-08T22:30:07.902543Z,5.5,569,307,0,0,,0,,215711.jpg,3.0,152,62,0,0,0.0,Bailey,2.7,117,40,False,,26,1.19,a,2,7,532.0,55,33,100,1103647,0,2379892,0,0.5,23.3,Bailey,4,51,0.5454545454545454,54.54545454545454
Kevin De Bruyne,18,26,742,100.0,100.0,10,0.37,61366,2.0,,0,0,1,-1,1476.7,3,2,1.0,,5,3.0,1.8,1.7,0,13.69,0.51,19.03,0.71,5.34,19.88,0.74,0.2,Kevin,0.7,318,153,23,0.86,7,297.6,8,6,301,False,897.8,14,5,2413,,2023-05-03T22:30:08.835778Z,10.5,3,2,0,0,4.0,0,,61366.jpg,5.7,8,4,0,0,0.0,De Bruyne,25.5,12,7,False,,28,1.04,a,13,43,598.0,44,27,183,7222275,0,6671693,0,0.1,15.1,De Bruyne,1,474,0.5428571428571429,99.34285714285716
Jarrod Bowen,9,9,431,100.0,100.0,9,0.25,178186,1.0,,0,0,-5,5,674.8,31,24,4.0,,3,3.0,4.2,3.7,1,6.0,0.17,15.38,0.43,9.38,47.84,1.33,0.26,Jarrod,3.7,63,34,50,1.39,6,237.9,17,12,465,False,625.8,66,26,3232,,2022-10-27T22:30:07.660785Z,7.0,16,6,0,1,4.0,0,,178186.jpg,3.8,75,33,0,0,0.0,Bowen,3.3,100,34,False,,36,1.0,a,19,21,1076.0,12,5,145,1296356,0,1600728,0,0.5,18.1,Bowen,2,720,0.5428571428571428,78.71428571428571
Marc Cucurella Saseta,2,1,363,25.0,25.0,6,0.32,179268,,,0,0,-1,1,232.5,152,33,,,0,2.0,-0.1,-0.1,0,0.96,0.05,1.34,0.07,0.38,26.03,1.4,0.02,Marc,0.0,726,253,20,1.08,0,65.9,227,68,112,False,354.4,197,77,1669,Thigh injury - 25% chance of playing,2023-04-27T00:00:08.782165Z,5.0,237,31,0,0,,0,,179268.jpg,2.7,198,70,0,0,0.0,Cucurella Saseta,5.0,77,26,False,,21,1.13,d,6,8,72.0,315,103,65,2311987,0,2714280,0,0.0,13.3,Cucurella,4,197,0.54,35.1
Jefferson Lerma Solís,0,5,500,100.0,100.0,7,0.19,152551,,,0,0,-3,3,293.6,121,89,,,2,3.0,4.5,3.9,2,3.0,0.08,5.58,0.15,2.58,60.57,1.68,0.07,Jefferson,4.4,39,22,67,1.85,5,122.1,94,65,64,False,616.6,71,30,3252,,2023-03-21T23:30:07.515286Z,5.0,309,185,1,0,,0,,152551.jpg,2.7,197,76,0,0,0.0,Lerma Solís,0.5,277,90,False,,37,1.02,a,3,91,311.0,117,75,101,150223,0,167843,0,0.9,21.5,Lerma,7,85,0.54,54.540000000000006
Ibrahima Konaté,0,0,305,75.0,75.0,7,0.41,204716,,,0,0,-1,1,39.6,380,132,,,0,2.0,3.3,2.8,0,0.65,0.04,1.86,0.11,1.21,24.34,1.41,0.07,Ibrahima,2.8,104,26,22,1.28,0,46.8,291,99,290,False,285.6,235,89,1551,Illness - 75% chance of playing,2023-05-26T10:00:10.645589Z,5.0,241,32,1,0,,0,,204716.jpg,2.7,199,71,0,0,0.0,Konaté,1.3,169,57,False,,17,0.99,d,12,14,144.0,223,47,49,309412,0,241740,0,0.6,10.0,Konaté,5,452,0.54,26.46
Brennan Johnson,5,15,384,100.0,100.0,7,0.22,242898,,,0,0,-5,5,373.6,92,8,,,3,3.0,3.0,2.8,2,2.0,0.06,10.39,0.32,8.39,53.79,1.65,0.26,Brennan,2.8,106,17,54,1.66,8,157.4,58,13,394,False,478.2,122,11,2930,,2023-04-29T20:30:07.501147Z,6.0,113,39,0,2,1.0,0,,242898.jpg,3.2,138,19,0,0,0.0,Johnson,1.6,154,28,False,,33,1.01,a,16,17,729.0,30,14,122,648132,0,687964,0,0.5,22.2,Johnson,6,599,0.5333333333333333,65.06666666666666
Aaron Hickey,3,2,310,100.0,100.0,5,0.23,472713,,,0,0,-1,1,119.8,260,71,,,0,2.0,2.5,3.0,6,0.58,0.03,0.96,0.05,0.38,28.13,1.32,0.02,Aaron,4.0,53,10,30,1.41,0,44.2,303,103,510,False,223.6,287,112,1918,,2023-03-29T09:00:10.250182Z,4.5,253,35,0,0,,0,,472713.jpg,2.4,248,93,0,0,0.0,Hickey,0.3,310,113,False,,23,1.08,a,4,94,98.0,275,78,63,70342,0,79298,0,0.8,12.9,Hickey,7,143,0.5333333333333333,33.6
Cristian Romero,2,3,447,0.0,0.0,8,0.3,221632,,,0,0,-1,1,136.2,238,60,,,1,2.0,0.0,0.0,0,1.02,0.04,2.52,0.1,1.5,34.11,1.3,0.06,Cristian,2.0,167,49,41,1.56,0,77.3,186,48,443,False,546.2,99,32,2363,Knock - Expected back 01 Jul,2023-05-20T15:30:10.723852Z,4.5,246,33,0,0,,0,,221632.jpg,2.4,247,92,1,0,0.0,Romero,1.4,162,55,False,,26,0.99,i,18,6,91.0,288,86,66,260094,0,403263,0,0.4,13.5,Romero,9,689,0.5333333333333333,35.2
Daniel Castelo Podence,1,10,249,100.0,100.0,6,0.31,200600,1.0,,0,0,-4,4,512.8,56,46,,,1,3.0,0.7,0.5,0,2.19,0.11,6.07,0.31,3.88,28.24,1.44,0.2,Daniel,1.0,288,137,31,1.59,6,146.8,68,48,483,False,376.0,187,77,1760,,2023-02-11T19:30:09.259298Z,5.5,176,101,0,0,,0,,200600.jpg,2.9,174,69,0,0,0.0,Castelo Podence,0.7,234,76,False,,20,1.02,a,20,39,580.0,49,30,92,279685,0,337638,0,0.2,18.0,Podence,5,747,0.5272727272727272,48.50909090909091
Trent Alexander-Arnold,11,21,824,100.0,100.0,10,0.31,169187,1.0,,0,0,3,-3,1168.2,5,2,1.0,,4,2.0,7.4,7.0,4,9.26,0.29,11.62,0.36,2.36,43.1,1.33,0.07,Trent,6.0,11,1,44,1.36,2,219.0,21,2,285,True,779.0,26,3,2922,,2022-12-23T01:00:07.634178Z,8.0,21,1,0,0,,0,,169187.jpg,4.2,42,5,0,0,0.0,Alexander-Arnold,30.7,7,2,False,,34,1.05,a,12,14,241.0,151,19,156,4236596,0,6440473,0,0.8,20.0,Alexander-Arnold,5,447,0.525,81.9
Thomas Partey,0,6,468,100.0,100.0,11,0.4,167199,,,0,0,-3,3,439.6,70,59,,,0,3.0,1.5,1.9,3,2.17,0.08,4.76,0.17,2.59,32.27,1.17,0.09,Thomas,1.4,238,112,28,1.02,3,119.5,97,68,6,False,513.2,110,47,2480,,2023-03-31T15:30:08.770925Z,5.0,311,186,0,0,,0,,167199.jpg,2.6,210,80,0,0,0.0,Partey,0.4,284,95,False,,28,1.02,a,1,3,240.0,152,90,86,110171,0,141958,0,0.3,18.3,Partey,5,3,0.52,44.72
Kyle Walker,0,0,376,100.0,100.0,7,0.32,58621,,,0,0,-3,3,176.2,197,47,,,0,2.0,4.7,4.4,2,1.32,0.06,1.71,0.08,0.39,20.07,0.92,0.02,Kyle,3.4,69,16,20,0.92,0,43.8,307,105,299,False,223.8,286,111,1953,,2022-10-02T21:00:07.238617Z,5.0,296,47,0,0,,0,,58621.jpg,2.6,208,76,0,0,0.0,Walker,4.5,82,30,False,,22,1.01,a,13,43,39.0,381,137,69,1459763,0,2016251,0,0.7,14.7,Walker,3,472,0.52,35.88
Jeffrey Schlupp,2,2,324,0.0,0.0,9,0.32,86417,,,0,0,-3,3,257.6,139,96,,,0,3.0,0.0,0.0,0,1.11,0.04,4.08,0.15,2.97,37.03,1.32,0.11,Jeffrey,1.8,187,85,38,1.35,3,97.9,135,84,161,False,404.6,162,67,2528,Personal Reasons - Expected back 01 Jul,2023-05-12T15:00:08.782884Z,5.0,300,180,0,0,,0,,86417.jpg,2.6,209,79,0,0,0.0,Schlupp,0.1,434,157,False,,30,1.07,i,7,31,314.0,115,74,89,26289,0,35429,0,0.4,18.9,Schlupp,7,250,0.52,46.28
Emiliano Buendía Stati,3,8,370,,,11,0.41,195546,,,0,0,-3,3,546.3,49,40,,,0,3.0,2.0,1.8,1,3.95,0.15,10.27,0.39,6.32,36.65,1.37,0.24,Emiliano,1.8,202,96,34,1.27,5,156.6,59,40,42,False,438.2,141,60,2404,,,6.0,83,45,0,0,,0,,195546.jpg,3.1,146,60,0,0,0.0,Buendía Stati,0.7,220,73,False,,27,1.01,a,2,7,580.0,50,31,117,274210,0,260297,0,0.3,20.5,Buendía,0,48,0.5166666666666667,60.45
Raheem Sterling,4,9,274,50.0,50.0,5,0.24,103955,,,0,0,-3,3,479.8,62,51,,,2,3.0,2.0,2.1,5,3.22,0.15,9.43,0.45,6.21,27.83,1.33,0.3,Raheem,4.7,32,19,27,1.29,6,146.8,69,49,304,False,388.2,172,71,1886,Hamstring injury - 50% chance of playing,2023-05-25T22:00:12.474077Z,7.0,7,4,0,0,,0,,103955.jpg,3.6,98,43,0,0,0.0,Sterling,3.4,96,30,False,,23,1.1,d,6,8,603.0,42,26,101,1432352,0,1817823,0,0.5,10.4,Sterling,4,222,0.5142857142857143,51.94285714285715
Demarai Gray,1,4,284,,,7,0.25,172632,1.0,,0,0,-4,4,605.2,43,35,1.0,,0,3.0,1.0,1.5,3,3.82,0.14,9.99,0.36,6.17,46.59,1.68,0.22,Demarai,1.0,287,136,39,1.4,4,168.5,48,35,189,False,410.4,156,65,2501,,,5.5,174,99,0,0,3.0,0,,172632.jpg,2.8,186,73,0,0,0.0,Gray,0.6,255,84,False,,27,0.97,a,8,11,670.0,36,21,91,224681,0,267814,0,0.2,17.8,Gray,3,292,0.509090909090909,46.32727272727272
Mohamed Salah,13,23,651,,,13,0.36,118748,,,0,0,1,-1,869.9,15,13,2.0,,6,3.0,10.0,9.3,5,7.03,0.19,28.04,0.76,21.01,47.47,1.3,0.57,Mohamed,8.3,2,1,45,1.23,19,353.7,3,1,283,True,1046.2,5,1,3290,,,12.5,1,1,0,2,2.0,0,,118748.jpg,6.3,5,1,0,0,0.0,Salah,37.2,4,2,False,,37,1.01,a,12,14,1620.0,3,1,239,6974743,0,8866317,0,0.6,18.2,Salah,2,445,0.504,120.456
Saïd Benrahma,3,5,360,,,6,0.26,172841,,,0,0,-5,5,613.9,42,34,2.0,,0,3.0,2.8,2.7,2,3.28,0.14,10.32,0.45,7.04,32.76,1.43,0.31,Saïd,2.7,115,57,32,1.4,6,177.7,43,30,464,False,510.0,112,49,2059,,,6.0,108,57,0,0,2.0,0,,172841.jpg,3.0,159,64,0,0,0.0,Benrahma,1.1,184,62,False,,22,0.96,a,19,21,653.0,38,23,106,293618,0,408637,0,0.5,19.3,Benrahma,0,719,0.5,53.0
Jordan Ayew,3,4,332,,,8,0.27,80146,,,0,0,-3,3,465.5,65,54,,,2,3.0,3.8,3.4,2,2.52,0.08,5.65,0.18,3.13,41.13,1.37,0.1,Jordan,3.4,73,37,41,1.36,4,138.7,77,55,159,False,490.8,118,52,2708,,,5.5,156,85,0,0,,0,,80146.jpg,2.7,200,77,0,0,0.0,Ayew,0.4,288,96,False,,31,1.03,a,7,31,429.0,78,50,104,101259,0,96163,0,0.7,20.0,J.Ayew,5,248,0.49090909090909096,51.05454545454546
Matty Cash,2,3,311,100.0,100.0,4,0.2,199796,,,0,0,-4,4,178.0,195,46,,,1,2.0,0.8,0.8,1,0.95,0.05,1.15,0.06,0.2,27.14,1.34,0.01,Matty,0.8,299,96,29,1.44,0,54.4,263,87,43,False,298.4,224,82,1817,,2023-03-25T22:00:08.093504Z,4.5,333,58,0,0,,0,,199796.jpg,2.2,274,101,0,0,0.0,Cash,3.1,106,35,False,,20,0.99,a,2,7,67.0,324,109,57,406341,0,1788226,0,0.2,12.4,Cash,4,49,0.48888888888888893,27.866666666666667
Marcos Senesi,0,5,462,100.0,100.0,5,0.18,221466,,,0,0,-1,1,78.7,321,105,,,1,2.0,0.5,0.5,1,0.35,0.01,2.01,0.07,1.66,47.62,1.72,0.06,Marcos,1.0,275,89,55,1.99,2,77.5,184,47,576,False,586.0,81,22,2489,,2023-04-05T08:30:07.283060Z,4.5,507,113,0,0,,0,,221466.jpg,2.2,273,100,0,0,0.0,Senesi,0.2,358,133,False,,29,1.05,a,3,91,109.0,264,73,69,74057,0,60112,0,0.2,15.7,Senesi,7,105,0.48888888888888893,33.733333333333334
Vitalii Mykolenko,1,4,449,75.0,75.0,7,0.24,224967,,,0,0,-4,4,307.0,115,20,,,1,2.0,1.0,0.8,0,0.91,0.03,1.45,0.05,0.54,53.67,1.82,0.02,Vitalii,0.6,319,100,46,1.56,0,93.4,142,28,194,False,504.8,113,37,2653,Thigh injury - 75% chance of playing,2023-05-14T20:00:08.992901Z,4.5,639,181,0,0,,0,,224967.jpg,2.2,269,97,0,0,0.0,Mykolenko,0.6,250,88,False,,30,1.02,d,8,11,120.0,247,64,75,295596,0,276623,0,0.1,18.3,Mykolenko,4,297,0.48888888888888893,36.66666666666667
Mason Mount,4,8,277,50.0,50.0,8,0.44,184341,,,0,0,-8,8,463.1,66,55,3.0,,2,3.0,-0.2,-0.2,0,2.81,0.15,4.78,0.26,1.97,23.53,1.29,0.11,Mason,0.0,775,338,21,1.15,3,117.2,99,69,142,False,331.4,207,86,1644,Pelvic - 50% chance of playing,2023-04-25T13:30:08.341862Z,7.0,34,18,0,0,3.0,0,,184341.jpg,3.4,119,51,0,0,0.0,Mount,3.4,97,31,False,,20,1.09,d,6,8,376.0,97,61,82,2177297,0,2792751,0,0.0,11.4,Mount,4,212,0.4857142857142857,39.82857142857143
Yoane Wissa,4,6,292,,,7,0.4,216646,,,0,0,-2,2,184.5,187,117,,,1,4.0,4.5,3.8,2,1.08,0.06,6.73,0.38,5.65,21.64,1.23,0.32,Yoane,4.8,27,17,17,0.96,7,95.5,140,87,89,False,363.8,193,81,1587,,,6.0,149,81,0,0,,0,,216646.jpg,2.9,175,70,0,0,0.0,Wissa,0.3,326,111,False,,16,0.91,a,4,94,414.0,83,54,111,119602,0,111796,0,0.9,20.9,Wissa,3,131,0.48333333333333334,53.65
Danny Welbeck,5,5,296,100.0,100.0,6,0.29,50175,,,0,0,0,0,390.6,84,7,,,1,4.0,3.3,2.9,0,1.65,0.08,10.24,0.5,8.59,26.45,1.29,0.42,Danny,2.9,98,16,28,1.37,6,155.4,61,14,103,False,378.2,185,17,1844,,2023-04-24T10:00:08.094660Z,6.0,53,23,0,0,3.0,0,,50175.jpg,2.9,177,23,0,0,0.0,Welbeck,2.1,131,20,False,,21,1.02,a,5,36,782.0,28,13,91,682148,0,572874,0,0.4,14.0,Welbeck,0,159,0.48333333333333334,43.983333333333334
Matheus Luiz Nunes,1,5,338,100.0,100.0,11,0.4,465351,6.0,,0,0,-2,2,405.0,81,65,,,0,3.0,1.3,1.1,1,1.38,0.05,3.79,0.14,2.41,41.19,1.5,0.09,Matheus Luiz,1.6,220,106,38,1.39,1,108.6,111,73,589,False,370.2,191,79,2467,,2023-04-08T22:30:08.740100Z,5.0,292,175,0,0,,0,,465351.jpg,2.4,245,92,1,0,0.0,Nunes,0.1,400,142,False,,30,1.09,a,20,39,310.0,118,76,80,70779,0,62124,0,0.3,16.7,Matheus,2,766,0.48,38.4
João Palhinha Gonçalves,0,5,379,100.0,100.0,9,0.26,154296,,,0,0,-1,1,141.8,232,140,,,1,3.0,2.0,1.8,1,0.39,0.01,3.32,0.09,2.93,56.38,1.63,0.08,João,1.8,193,88,43,1.25,3,104.2,118,76,220,False,560.4,92,42,3108,,2023-02-24T23:00:08.255151Z,5.0,232,132,1,0,,0,,154296.jpg,2.4,246,93,0,0,0.0,Palhinha Gonçalves,0.3,342,117,False,,35,1.01,a,9,54,336.0,109,69,83,87593,0,89506,0,0.4,16.9,Palhinha,14,342,0.48,39.839999999999996
